Permit Number,Status,Street Number,Street Name,Street Suffix,Post-direction,City,State,ZIP code,Added Date,Issue Date,Final Date,Building Area,Declared Valuation,Description,Application Type,Work Type,Use Code,Pre-direction,Location
688562,Stop Work,18415,ASHMEADE,RD,,BOYDS,MD,20841,09/19/2014,10/02/2014,10/15/2014,650,18962.00,INSTALL (37) SOLAR PANELS TO SFD ROOF,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"18415 ASHMEADE RD
BOYDS, MD 20841
(39.161846, -77.299519)"
693812,Stop Work,14713,PEBBLESTONE,DR,,SILVER SPRING,MD,20905,11/05/2014,11/05/2014,01/05/2015,16,12000.00,putting sliders in basement,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"14713 PEBBLESTONE DR
SILVER SPRING, MD 20905
(39.096773, -77.021898)"
693614,Stop Work,19304,TREADWAY,RD,,BROOKEVILLE,MD,20833,11/04/2014,11/04/2014,11/24/2014,6,8000.00,INSTALL PELLET STOVE,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"19304 TREADWAY RD
BROOKEVILLE, MD 20833
(39.172623, -77.070634)"
686374,Stop Work,412,BOYD,AVE,,TAKOMA PARK,MD,20912,09/03/2014,09/12/2014,,281,8364.00,INSTALL (16) SOLAR PANELS TO EXISTING SFD ROOF,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"412 BOYD AVE
TAKOMA PARK, MD 20912
(38.978227, -76.999457)"
698033,Stop Work,5908,ROLSTON,RD,,BETHESDA,MD,20817,12/17/2014,12/17/2014,,500,15000.00,altering sunroom and loft,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"5908 ROLSTON RD
BETHESDA, MD 20817
(39.001926, -77.119931)"
694384,Stop Work,12205,PINEY MEETINGHOUSE,RD,,POTOMAC,MD,20854,11/12/2014,12/29/2014,,176,6150.00,INSTALL (10) SOLAR PANELS ON ROOF OF EXISTING SFD,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"12205 PINEY MEETINGHOUSE RD
POTOMAC, MD 20854
(39.056566, -77.231786)"
689045,Stop Work,13224,BELLEVUE,ST,,SILVER SPRING,MD,20904,09/24/2014,10/23/2014,02/11/2015,349,18090.00,install 20 solar panels on existing roof,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"13224 BELLEVUE ST
SILVER SPRING, MD 20904
(39.061578, -76.943873)"
688227,Stop Work,18929,ALPENGLOW,LN,,BROOKEVILLE,MD,20833,09/17/2014,09/23/2014,10/24/2014,668,19864.50,INSTALL (38) SOLAR PANELS ON ROOF OF EXISTING SFD,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"18929 ALPENGLOW LN
BROOKEVILLE, MD 20833
(39.167505, -77.061139)"
693357,Stop Work,10820,ROCK RUN,DR,,POTOMAC,MD,20854,10/31/2014,11/03/2014,,300,25000.00,FINISH 2ND FLOOR OFFICE SPACE,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"10820 ROCK RUN DR
POTOMAC, MD 20854
(38.996703, -77.224802)"
703976,Stop Work,1708,GRACE CHURCH,RD,,SILVER SPRING,MD,20910,02/20/2015,04/09/2015,04/24/2015,450,19175.00,install 25 roof mounted solar panels,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"1708 GRACE CHURCH RD
SILVER SPRING, MD 20910
(39.005114, -77.039085)"
694221,Stop Work,18729,WALKERS CHOICE,RD,,MONTGOMERY VILLAGE,MD,20886,11/10/2014,12/29/2014,01/09/2015,404,12023.25,install 23 solar panels on roof of existing SFD,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"18729 WALKERS CHOICE RD
MONTGOMERY VILLAGE, MD 20886
(39.163462, -77.204339)"
685089,Stop Work,12101,JAN,LN,,SILVER SPRING,MD,20904,08/21/2014,08/29/2014,09/10/2014,650,19341.75,INSTALL (37) SOLAR PANELS TO EXISITING SFD ROOF,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"12101 JAN LN
SILVER SPRING, MD 20904
(39.054345, -76.982027)"
701242,Stop Work,5307,STRATHMORE,AVE,,KENSINGTON,MD,20895,01/21/2015,01/28/2015,06/29/2015,2111,28000.00,install (26) solar panels to sfd roof,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"5307 STRATHMORE AVE
KENSINGTON, MD 20895
(39.035465, -77.106437)"
751180,Stop Work,,,,,,,,04/11/2016,04/27/2016,,0,0.00,"Customer Wants To Use ePlans,PURE MODEL NAME: REVERSE - MONTICELLO II",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,
690221,Stop Work,9009,ALTON,PKWY,,SILVER SPRING,MD,20910,10/03/2014,12/19/2014,01/21/2015,340,10260.00,INSTALL (23) SOLAR PHOTO VOLTAIC PANELS,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"9009 ALTON PKWY
SILVER SPRING, MD 20910
(39.003332, -77.029205)"
686169,Stop Work,3701,GREGG,RD,,BROOKEVILLE,MD,20833,09/02/2014,09/08/2014,,651.57,46250.00,INSTALL (37) SOLAR PANELS,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"3701 GREGG RD
BROOKEVILLE, MD 20833
(39.206846, -77.071899)"
694906,Stop Work,12035,DALEWOOD,DR,,SILVER SPRING,MD,20902,11/17/2014,12/29/2014,,281,8364.00,,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"12035 DALEWOOD DR
SILVER SPRING, MD 20902
(39.053433, -77.072421)"
699402,Stop Work,5809,OSCEOLA,RD,,BETHESDA,MD,20816,12/31/2014,01/12/2015,02/03/2015,686,20387.25,INSTALL 39 SOLAR PANELS,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"5809 OSCEOLA RD
BETHESDA, MD 20816
(38.962525, -77.11758)"
688585,Stop Work,19235,MISTY MEADOW,TER,,GERMANTOWN,MD,20874,09/19/2014,10/06/2014,10/21/2014,422,12546.00,INSTALL (24) SOLAR PANELS TO SFD ROOF,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"19235 MISTY MEADOW TER
GERMANTOWN, MD 20874
(39.169989, -77.259691)"
685408,Stop Work,8405,GALVESTON,RD,,SILVER SPRING,MD,20910,08/25/2014,09/12/2014,04/24/2015,400,14000.00,"INSTALL (18) SOLAR PANELS ON ROOF

*****REVISION*****9/30/14 CHANGE LAYOUT",BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"8405 GALVESTON RD
SILVER SPRING, MD 20910
(38.995271, -77.011538)"
688795,Stop Work,40,SHELLDRAKE,CT,,DAMASCUS,MD,20872,09/22/2014,12/05/2014,,157,2060.00,ROOF MOUNTED SOLAR PV ARRAY; SYSTEM SIZE 2.34KW (9) SOLAR PANELS,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"40 SHELLDRAKE CT
DAMASCUS, MD 20872
(39.278677, -77.208434)"
688568,Stop Work,12110,SKIP JACK,DR,,GERMANTOWN,MD,20874,09/19/2014,10/02/2014,10/27/2014,334,9932.25,INSTALL (19) SOLAR PANELS TO SFD ROOF,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"12110 SKIP JACK DR
GERMANTOWN, MD 20874
(39.167484, -77.252133)"
687298,Stop Work,14434,PEBBLESTONE,DR,,SILVER SPRING,MD,20905,09/10/2014,09/10/2014,09/24/2014,18,3900.00,altering the size of garage door,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"14434 PEBBLESTONE DR
SILVER SPRING, MD 20905
(39.091104, -77.019432)"
692129,Stop Work,16921,CASHELL,RD,,OLNEY,MD,20832,10/21/2014,12/11/2014,01/14/2015,633,18819.00,INSTALL (36) SOLAR PANELS TO SFD ROOF,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"16921 CASHELL RD
OLNEY, MD 20832
(39.135569, -77.086007)"
687192,Stop Work,20452,WATKINS MEADOW,DR,,GERMANTOWN,MD,20876,09/09/2014,09/12/2014,10/02/2014,457,13591.50,INSTALL 26 ROOFTOP SOLAR PANELS,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"20452 WATKINS MEADOW DR
GERMANTOWN, MD 20876
(39.194053, -77.221399)"
701626,Stop Work,14308,GATE DANCER,LN,,BOYDS,MD,20841,01/26/2015,01/26/2015,03/04/2015,39,30000.00,altering bathroom,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"14308 GATE DANCER LN
BOYDS, MD 20841
(39.154801, -77.300872)"
695874,Stop Work,7620,WINTERBERRY,PL,,BETHESDA,MD,20817,11/25/2014,01/06/2015,02/02/2015,246,7318.50,"install 14 solar panels to existing roof of SFD

Revision 1/23/2015***************",BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"7620 WINTERBERRY PL
BETHESDA, MD 20817
(38.986859, -77.141758)"
690468,Stop Work,4509,ASPEN HILL,RD,,ROCKVILLE,MD,20853,10/06/2014,10/06/2014,11/13/2014,645,8000.00,FINISHING BASEMENT,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"4509 ASPEN HILL RD
ROCKVILLE, MD 20853
(39.078702, -77.090462)"
690904,Stop Work,16009,NARROWS,TER,,SILVER SPRING,MD,20906,10/09/2014,11/12/2014,12/05/2014,1002,29797.00,INSTALL (57) SOLAR PANELS TO SFD ROOF,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"16009 NARROWS TER
SILVER SPRING, MD 20906
(39.119499, -77.040411)"
743845,Stop Work,6819,WARFIELD,RD,,GAITHERSBURG,MD,20882,02/05/2016,03/02/2016,07/19/2016,6567,175000.00,"Customer Wants To Use ePlans,FULKS PROPERTY,
LOT 16, BLOCK A,
HOUSE TYPE - CHAPEL HILL II",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"6819 WARFIELD RD
GAITHERSBURG, MD 20882
(39.203075, -77.140281)"
688596,Stop Work,12618,GRAND ELM,ST,,CLARKSBURG,MD,20871,09/19/2014,10/01/2014,,475,14114.25,"INSTALL (27) SOLAR PANELS TO SFD ROOF

****Revision 11/4/2014*****************************",BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"12618 GRAND ELM ST
CLARKSBURG, MD 20871
(39.237028, -77.263665)"
686355,Stop Work,18532,CHERRY LAUREL,LN,,GAITHERSBURG,MD,20879,09/03/2014,09/05/2014,,2000,39000.00,,BUILDING RESIDENTIAL PERMIT,RESTORE AND / OR REPAIR,TOWNHOUSE,,"18532 CHERRY LAUREL LN
GAITHERSBURG, MD 20879
(39.161058, -77.166508)"
698348,Stop Work,1623,UNIVERSITY,BLVD,,SILVER SPRING,MD,20902,12/19/2014,01/06/2015,02/18/2015,563,16728.00,INSTALL 32 SOLAR PANELS ON ROOF OF EXISTING SFD,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,W,"1623 UNIVERSITY BLVD
SILVER SPRING, MD 20902
(39.037202, -77.039367)"
724297,Stop Work,,,,,,,,08/13/2015,11/04/2015,,3841,160000.00,pure model - Oxford&nbsp;III for 2015 code/***eplans,BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,
703348,Stop Work,11204,POWDER HORN,DR,,POTOMAC,MD,20854,02/12/2015,02/12/2015,06/23/2015,84,8500.00,altering half bath into full bath,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"11204 POWDER HORN DR
POTOMAC, MD 20854
(39.039959, -77.178953)"
698156,Stop Work,24,WATERSIDE,CT,,GERMANTOWN,MD,20874,12/18/2014,12/18/2014,03/30/2015,0,3000.00,BATHROOM ALTERATIONS,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"24 WATERSIDE CT
GERMANTOWN, MD 20874
(39.187903, -77.277688)"
693302,Stop Work,308,LINCOLN,AVE,,TAKOMA PARK,MD,20912,10/31/2014,12/19/2014,03/30/2015,180,6300.00,INSTALL (12) SOLAR PANELS TO SFD ROOF,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"308 LINCOLN AVE
TAKOMA PARK, MD 20912
(38.980913, -77.00239)"
686095,Stop Work,10219,ARIZONA,CIR,,BETHESDA,MD,20817,08/29/2014,08/29/2014,11/20/2014,1500,35354.47,restore and repair interior of home from flood damage,BUILDING RESIDENTIAL PERMIT,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,,"10219 ARIZONA CIR
BETHESDA, MD 20817
(39.02436, -77.15029)"
704993,Stop Work,5,GRINNELL,CT,,ROCKVILLE,MD,20855,03/04/2015,03/04/2015,04/14/2015,98,24000.00,renovating bathroom,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"5 GRINNELL CT
ROCKVILLE, MD 20855
(39.11012, -77.144175)"
700785,Stop Work,10121,TENBROOK,DR,,SILVER SPRING,MD,20901,01/15/2015,01/15/2015,05/07/2015,80,15000.00,BATHROOM REMODEL,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"10121 TENBROOK DR
SILVER SPRING, MD 20901
(39.022849, -77.029125)"
694607,Stop Work,1334,CROCKETT,LN,,SILVER SPRING,MD,20904,11/13/2014,12/30/2014,,1074,76250.00,solar panels,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"1334 CROCKETT LN
SILVER SPRING, MD 20904
(39.082863, -76.986531)"
695598,Stop Work,9212,FALL RIVER,LN,,POTOMAC,MD,20854,11/24/2014,11/24/2014,02/06/2015,100,15000.00,BATHROOM RENOVATION,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"9212 FALL RIVER LN
POTOMAC, MD 20854
(39.037554, -77.190072)"
690637,Stop Work,8019,ELLINGSON,DR,,CHEVY CHASE,MD,20815,10/07/2014,11/05/2014,02/11/2015,650,19341.75,"INSTALLATION (37) SOLAR PANELS ON ROOF OF EXISTING SFD

Revision 11/25/2014***************",BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"8019 ELLINGSON DR
CHEVY CHASE, MD 20815
(38.989556, -77.053585)"
689803,Stop Work,11711,MILBERN,DR,,POTOMAC,MD,20854,09/30/2014,09/30/2014,03/20/2015,435,40000.00,INTERIOR PARTION MODIFICATION,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"11711 MILBERN DR
POTOMAC, MD 20854
(39.048497, -77.174041)"
750494,Stop Work,,,,,,,,04/05/2016,04/27/2016,,0,0.00,"Customer Wants To Use ePlans,PURE MODEL NAME: REVERSE - JOHN STEINBECK",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,
697147,Stop Work,10926,CLERMONT,AVE,,GARRETT PARK,MD,20896,12/09/2014,12/10/2014,,38,12000.00,interior alterations to bathroom,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"10926 CLERMONT AVE
GARRETT PARK, MD 20896
(39.035935, -77.091872)"
688448,Stop Work,20812,BROOKE KNOLLS,RD,,GAITHERSBURG,MD,20882,09/18/2014,10/29/2014,11/03/2014,900,50000.00,INSTALL (60) SOLAR PANELS TO ROOF,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"20812 BROOKE KNOLLS RD
GAITHERSBURG, MD 20882
(39.198759, -77.141004)"
690469,Stop Work,20303,STRINGFELLOW,CT,,MONTGOMERY VILLAGE,MD,20886,10/06/2014,10/06/2014,,620,8000.00,FINISHING BASEMENT,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"20303 STRINGFELLOW CT
MONTGOMERY VILLAGE, MD 20886
(39.187289, -77.171649)"
691920,Stop Work,14123,ALDORA,CIR,,BURTONSVILLE,MD,20866,10/20/2014,12/03/2014,,299,8886.75,INSTALL (17) SOLAR PANELS ON ROOF OF EXISTING SFD,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"14123 ALDORA CIR
BURTONSVILLE, MD 20866
(39.086701, -76.936941)"
688909,Stop Work,7220,MILLWOOD,CT,,BETHESDA,MD,20817,09/23/2014,09/23/2014,12/26/2014,750,35000.00,FINISHING BASEMENT,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"7220 MILLWOOD CT
BETHESDA, MD 20817
(38.98229, -77.12188)"
693878,Stop Work,17306,STAG HORN,CT,,GERMANTOWN,MD,20874,11/06/2014,12/22/2014,,545,16205.00,INSTALL (31) SOLAR PANELS,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"17306 STAG HORN CT
GERMANTOWN, MD 20874
(39.13983, -77.28247)"
696212,Stop Work,11201,LUXMANOR,RD,,ROCKVILLE,MD,20852,12/01/2014,12/01/2014,02/26/2015,168,19010.00,,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"11201 LUXMANOR RD
ROCKVILLE, MD 20852
(39.039698, -77.124633)"
724288,Stop Work,,,,,,,,08/13/2015,09/25/2015,,3578,160000.00,"Customer Wants To Use ePlans,Pure model Nottingham III&nbsp;- for 2015 code",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,
694656,Stop Work,20011,MATTINGLY,TER,,GAITHERSBURG,MD,20879,11/13/2014,12/22/2014,01/20/2015,475,14114.25,INSTALL (27) SOLAR PANELS ON ROOF OF EXISTING SFD,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"20011 MATTINGLY TER
GAITHERSBURG, MD 20879
(39.18516, -77.157383)"
692148,Stop Work,501,FLEETWOOD,ST,,SILVER SPRING,MD,20910,10/21/2014,10/27/2014,,110,52000.00,INTERIOR ALTERATIONS,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"501 FLEETWOOD ST
SILVER SPRING, MD 20910
(38.99735, -77.013775)"
687286,Stop Work,7343,BRENISH,DR,,GAITHERSBURG,MD,20879,09/10/2014,09/10/2014,,140,500.00,DEMO PART OF EXISITING DECK,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"7343 BRENISH DR
GAITHERSBURG, MD 20879
(39.175946, -77.156093)"
692529,Stop Work,3503,DUPONT,AVE,,KENSINGTON,MD,20895,10/24/2014,10/24/2014,12/05/2014,20,1500.00,INTERIOR ALTERATIONS-PORCH,BUILDING RESIDENTIAL PERMIT,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,,"3503 DUPONT AVE
KENSINGTON, MD 20895
(39.031115, -77.070031)"
695377,Stop Work,14212,AMBERLEIGH,TER,,SILVER SPRING,MD,20905,11/20/2014,12/29/2014,01/16/2015,457,0.00,INSTALL (33) SOLAR PANELS ON ROOF OF EXISTING SFD,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"14212 AMBERLEIGH TER
SILVER SPRING, MD 20905
(39.089267, -77.005204)"
699293,Stop Work,4002,SPRUELL,DR,,KENSINGTON,MD,20895,12/30/2014,12/30/2014,03/03/2015,485,60000.00,Installing bay window- and renovating basement,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"4002 SPRUELL DR
KENSINGTON, MD 20895
(39.039154, -77.080251)"
685832,Stop Work,7333,HEATHERHILL,CT,,BETHESDA,MD,20817,08/28/2014,08/28/2014,,450,17000.00,REMODEL MASTER BATHROOM,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"7333 HEATHERHILL CT
BETHESDA, MD 20817
(38.981776, -77.154584)"
698524,Stop Work,711,COLBY,AVE,,TAKOMA PARK,MD,20912,12/22/2014,12/31/2014,02/02/2015,700,20000.00,alterations,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"711 COLBY AVE
TAKOMA PARK, MD 20912
(38.979485, -76.997856)"
686838,Stop Work,17221,HOBBLE BUSH,CT,,ROCKVILLE,MD,20855,09/05/2014,09/12/2014,09/25/2014,457,13591.50,INSTALL (26) SOLAR PANELS ON ROOF OF EXISTING SFD,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"17221 HOBBLE BUSH CT
ROCKVILLE, MD 20855
(39.138075, -77.14944)"
688575,Stop Work,15714,PISSARO,TER,,GAITHERSBURG,MD,20878,09/19/2014,10/02/2014,10/28/2014,1002,29796.75,INSTALL (29) SOLAR PANELS TO SFD ROOF,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"15714 PISSARO TER
GAITHERSBURG, MD 20878
(39.114034, -77.258522)"
686527,Stop Work,2708,BLAINE,DR,,CHEVY CHASE,MD,20815,09/04/2014,09/05/2014,10/07/2014,120,8000.00,enclose screened porch,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"2708 BLAINE DR
CHEVY CHASE, MD 20815
(38.99095, -77.055819)"
689278,Stop Work,14109,NORTH GATE,DR,,SILVER SPRING,MD,20906,09/25/2014,10/17/2014,11/14/2014,387,11500.50,,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"14109 NORTH GATE DR
SILVER SPRING, MD 20906
(39.087436, -77.052113)"
684581,Stop Work,7238,ANTARES,DR,,GAITHERSBURG,MD,20879,08/18/2014,08/25/2014,09/05/2014,545,16205.25,INSTALL (31) SOLAR PANELS TO ROOF OF EXISITING SFD,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"7238 ANTARES DR
GAITHERSBURG, MD 20879
(39.162851, -77.149495)"
686381,Stop Work,10714,DOUGLAS,AVE,,SILVER SPRING,MD,20902,09/03/2014,09/09/2014,10/13/2014,492,14637.00,INSTALL (28) SOLAR PANELS TO EXISTING SFD ROOF,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"10714 DOUGLAS AVE
SILVER SPRING, MD 20902
(39.031368, -77.04996)"
700594,Stop Work,11412,STONEY POINT,PL,,GERMANTOWN,MD,20876,01/14/2015,01/21/2015,03/24/2015,263,8200.00,INSTALL (15) SOLAR PANELS TO SFD ROOF,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"11412 STONEY POINT PL
GERMANTOWN, MD 20876
(39.184131, -77.237311)"
688779,Stop Work,10722,GOLDWOOD,CT,,POTOMAC,MD,20854,09/22/2014,09/24/2014,11/24/2014,256,8400.00,Screening existing porch,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"10722 GOLDWOOD CT
POTOMAC, MD 20854
(38.986834, -77.220743)"
696833,Stop Work,9408,MINTWOOD,ST,,SILVER SPRING,MD,20901,12/05/2014,12/05/2014,,300,15000.00,repairing roof from tree damage,BUILDING RESIDENTIAL PERMIT,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,,"9408 MINTWOOD ST
SILVER SPRING, MD 20901
(39.00986, -77.005157)"
703356,Stop Work,7415,CEDAR,AVE,,TAKOMA PARK,MD,20912,02/12/2015,02/12/2015,05/04/2015,48,10000.00,Hall bathroom,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"7415 CEDAR AVE
TAKOMA PARK, MD 20912
(38.980612, -77.012272)"
728409,Stop Work,12755,LONGFORD GLEN,DR,,GERMANTOWN,MD,20874,09/15/2015,10/02/2015,03/11/2016,1445,90000.00,Model: Oakland,BUILDING RESIDENTIAL PERMIT,CONSTRUCT,TOWNHOUSE,,"12755 LONGFORD GLEN DR
GERMANTOWN, MD 20874"
741957,Stop Work,8920,FALLS FARM,DR,,POTOMAC,MD,20854,01/14/2016,03/25/2016,10/11/2016,6493,400000.00,NEW HOME ON VACANT LOT,BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"8920 FALLS FARM DR
POTOMAC, MD 20854
(39.056327, -77.183327)"
691158,Stop Work,19452,ZINNIA,CIR,,GERMANTOWN,MD,20876,10/13/2014,11/19/2014,12/18/2014,141,4182.00,INSTALL (8) SOLAR PANELS ON ROOF OF EXISTING SFD,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"19452 ZINNIA CIR
GERMANTOWN, MD 20876
(39.175148, -77.243639)"
700324,Stop Work,4509,TOURNAY,RD,,BETHESDA,MD,20816,01/12/2015,01/12/2015,04/24/2015,22,4900.00,install egress window,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"4509 TOURNAY RD
BETHESDA, MD 20816
(38.948023, -77.110462)"
697300,Stop Work,6311,HERKOS,CT,,BETHESDA,MD,20817,12/10/2014,12/15/2014,03/25/2015,8.5,1500.00,interior beam,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"6311 HERKOS CT
BETHESDA, MD 20817
(39.003583, -77.129619)"
692831,Stop Work,17408,EVANGELINE,LN,,OLNEY,MD,20832,10/28/2014,12/15/2014,05/13/2015,633.96,45000.00,Install 36 roof mounted solar panels,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"17408 EVANGELINE LN
OLNEY, MD 20832
(39.141911, -77.081599)"
695235,Stop Work,57,WALNUT,AVE,,TAKOMA PARK,MD,20912,11/19/2014,12/04/2014,04/06/2015,320,85000.00,converting sunroom and removing wall and remodel to kitchen and bath and altering stairwell to basement,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"57 WALNUT AVE
TAKOMA PARK, MD 20912
(38.972777, -77.010161)"
691161,Stop Work,9630,REACH,RD,,POTOMAC,MD,20854,10/13/2014,11/19/2014,01/14/2015,703,30910.00,INSTALL (40) SOLAR PANELS ON ROOF OF EXISTING SFD,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"9630 REACH RD
POTOMAC, MD 20854
(39.053217, -77.197726)"
690742,Stop Work,12120,CYPRESS SPRING,RD,,CLARKSBURG,MD,20871,10/08/2014,11/05/2014,12/11/2014,316,9409.50,INSTALL (18) SOLAR PANELS TO SFD ROOF,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"12120 CYPRESS SPRING RD
CLARKSBURG, MD 20871
(39.233142, -77.25264)"
749848,Stop Work,1008,GUILLEMOT,DR,,SILVER SPRING,MD,20906,03/30/2016,05/04/2016,09/11/2016,4939,175000.00,"Customer Wants To Use ePlans,LOT: 79 BLOCK: V SUBDIVISION: POPLAR RUN HOUSE TYPE: MILAN",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"1008 GUILLEMOT DR
SILVER SPRING, MD 20906
(39.07952, -77.029333)"
