"permitno","status","stno","stname","suffix","postdir","city","state","zip","addeddate","issueddate","finaleddate","buildingarea","declaredvaluation","description","applicationtype","worktype","usecode","predir","location"
"634758","Finaled","2913","PEREGOY","DR",,"KENSINGTON","MD","20895","2013-05-10T02:05:36.000","2013-05-13T08:05:26.000","2014-04-14T02:04:25.000","192","10000","INTERIOR ALTERATIONS&nbsp; AND DECK","BUILDING RESIDENTIAL PERMIT","ALTER","SINGLE FAMILY DWELLING",,"2913 PEREGOY DR
KENSINGTON, MD 20895
(39.033825, -77.05959)"
"634760","Issued","3504","TAGORE","CT",,"BURTONSVILLE","MD","20866","2013-05-10T03:05:26.000","2013-05-10T03:05:32.000",,"110","5000","DECK 110 sqft.&nbsp;&nbsp; Approved per Montgomery County deck Details only.

&nbsp;","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","DECK",,"3504 TAGORE CT
BURTONSVILLE, MD 20866
(39.103512, -76.938512)"
"634762","Finaled","26006","STANLEY HILLS","WAY",,"DAMASCUS","MD","20872","2013-05-10T03:05:03.000","2013-07-16T02:07:36.000","2014-04-17T07:04:47.000","6315","300000","NEW HOME ON VACANT LOT / REFERBACK / OAKTON WITH FINISHED BASEMENT&nbsp;/FAMILY ROOM EXTENSION/ 3 CAR GARAGE / MORNING ROOM / 2012 IRC","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"26006 STANLEY HILLS WAY
DAMASCUS, MD 20872
(39.282655, -77.184457)"
"634840","Finaled","14404","FAIRDALE","RD",,"SILVER SPRING","MD","20905","2013-05-13T10:05:23.000","2013-05-13T12:05:03.000","2013-07-22T07:07:21.000","480","10000","DECK

**REVISION ADDING FOOTERS (STRUCTURE AT EXISTING BAY WINDOW)&nbsp;AND&nbsp;REVISING STEPS AND&nbsp;&nbsp;5/31/13**","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","DECK",,"14404 FAIRDALE RD
SILVER SPRING, MD 20905
(39.09281, -76.956501)"
"635042","Issued","608","BOSTON","AVE",,"TAKOMA PARK","MD","20912","2013-05-14T01:05:23.000","2013-05-20T12:05:42.000",,"592","40000","Two story addition

EXTENSION - 10/24/14 - PERMIT EXTENDED BASED ON 2 PASSED INSPECTIONS - MS

APPLICANT NAME CHANGE&nbsp;- 10/24/14 - MS&nbsp; permit valid until 09/30/2015","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"608 BOSTON AVE
TAKOMA PARK, MD 20912
(38.986583, -77.019177)"
"635199","Issued","1605","BALLARD","ST",,"SILVER SPRING","MD","20910","2013-05-15T02:05:17.000","2013-05-20T04:05:07.000",,"112","2000","EXPANDING EXISTING DECK.&nbsp;&nbsp; Per montgomery county deck details only.","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","DECK",,"1605 BALLARD ST
SILVER SPRING, MD 20910
(38.998896, -77.036396)"
"635291","Finaled","20040","CHOCTAW","CT",,"GERMANTOWN","MD","20876","2013-05-16T09:05:30.000","2013-05-16T10:05:48.000","2013-06-18T07:06:37.000","250","6200","DECK.&nbsp;&nbsp; Approved per montgomery county deck details only.","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","DECK",,"20040 CHOCTAW CT
GERMANTOWN, MD 20876
(39.183613, -77.2285)"
"635305","Finaled","14413","KINGS CROSSING","BLVD",,"BOYDS","MD","20841","2013-05-16T10:05:16.000","2013-05-16T10:05:51.000","2013-09-23T04:09:50.000","340","8000","DECK.&nbsp;&nbsp; Per montgomery count deck details only.","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","DECK",,"14413 KINGS CROSSING BLVD
BOYDS, MD 20841
(39.161789, -77.30817)"
"635348","Finaled","4","METZ","CT",,"GERMANTOWN","MD","20874","2013-05-16T12:05:27.000","2013-05-16T01:05:27.000","2013-08-21T08:08:57.000","650","40000","RESTORE &amp; REPAIR - FIRE DAMAGE","BUILDING RESIDENTIAL PERMIT","RESTORE AND / OR REPAIR","SINGLE FAMILY DWELLING",,"4 METZ CT
GERMANTOWN, MD 20874
(39.153878, -77.27174)"
"635405","Finaled","22421","HERON NECK","TER",,"CLARKSBURG","MD","20871","2013-05-16T03:05:15.000","2013-06-11T09:06:35.000","2013-10-03T07:10:59.000","5170","145000","HOUSE TYPE:&nbsp; REMINGTON PLACE","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"22421 HERON NECK TER
CLARKSBURG, MD 20871
(39.224625, -77.239519)"
"635577","Stop Work","1716","REPUBLIC","RD",,"SILVER SPRING","MD","20902","2013-05-17T02:05:25.000","2013-06-06T11:06:40.000",,"630","1700","KITCHEN&nbsp;INTERIOR ALTERATIONS &amp; REPLACEMENT OF WINDOWS","BUILDING RESIDENTIAL PERMIT","ALTER","SINGLE FAMILY DWELLING",,"1716 REPUBLIC RD
SILVER SPRING, MD 20902
(39.030925, -77.039711)"
"635750","Finaled","8800","PLATT RIDGE","DR",,"CHEVY CHASE","MD","20815","2013-05-20T03:05:26.000","2013-05-23T09:05:02.000","2013-11-18T12:11:20.000","3694","150000","INTERIOR RENOVATIONS (3694 SQ FT) AND DECK (339 SQ FT).&nbsp; 6/21/13&nbsp; revise beam size.

**REVISION TO STRUCTURAL 6/26/13**","BUILDING RESIDENTIAL PERMIT","ALTER","SINGLE FAMILY DWELLING",,"8800 PLATT RIDGE DR
CHEVY CHASE, MD 20815
(38.999217, -77.080168)"
"635853","Finaled","7211","POMANDER","LN",,"CHEVY CHASE","MD","20815","2013-05-21T12:05:18.000","2013-05-21T02:05:01.000","2013-10-03T04:10:39.000","1100","143000","Basement &amp; Attic Storage","BUILDING RESIDENTIAL PERMIT","ALTER","SINGLE FAMILY DWELLING",,"7211 POMANDER LN
CHEVY CHASE, MD 20815
(38.981818, -77.062918)"
"635872","Finaled","11823","EMERALD GREEN","DR",,"CLARKSBURG","MD","20871","2013-05-21T01:05:53.000","2013-06-20T12:06:12.000","2013-11-21T07:11:26.000","5737","165000","Model:&nbsp; Agatha Christi with fence","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"11823 EMERALD GREEN DR
CLARKSBURG, MD 20871
(39.224316, -77.242914)"
"635876","Finaled","11810","ECHO POINT","PL",,"CLARKSBURG","MD","20871","2013-05-21T02:05:44.000","2013-06-20T12:06:53.000","2013-11-15T08:11:34.000","4309","165000","Model:&nbsp; Ernest Hemingway

W/4 FT FENCE","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"11810 ECHO POINT PL
CLARKSBURG, MD 20871
(39.223787, -77.245272)"
"635932","Finaled","13212","LUTES","DR",,"SILVER SPRING","MD","20906","2013-05-22T08:05:19.000","2013-05-29T08:05:36.000","2015-08-13T05:08:04.000","188","23500","ADDITION.&nbsp;&nbsp; revision to show build conditions - 2050 sq ft (addition and&nbsp;alterations)&nbsp;&nbsp; 5/15/14

8/11/15 - EXTENSION GRANTED - MS","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"13212 LUTES DR
SILVER SPRING, MD 20906
(39.074106, -77.052077)"
"636231","Finaled","11707","EMERALD GREEN","DR",,"CLARKSBURG","MD","20871","2013-05-23T02:05:06.000","2013-06-28T02:06:02.000","2013-11-14T06:11:13.000","2489","145000","Model:&nbsp; Strauss 'FTA'","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"11707 EMERALD GREEN DR
CLARKSBURG, MD 20871
(39.22254, -77.246326)"
"636232","Finaled","11705","EMERALD GREEN","DR",,"CLARKSBURG","MD","20871","2013-05-23T03:05:45.000","2013-06-28T03:06:56.000","2013-10-24T05:10:26.000","2489","145000","Model:&nbsp; Strauss 'FTA'","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"11705 EMERALD GREEN DR
CLARKSBURG, MD 20871
(39.222517, -77.246362)"
"636235","Finaled","11703","EMERALD GREEN","DR",,"CLARKSBURG","MD","20871","2013-05-23T03:05:17.000","2013-06-28T02:06:24.000","2013-10-28T09:10:29.000","2489","145000","Model:&nbsp; Strauss 'FTA'","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"11703 EMERALD GREEN DR
CLARKSBURG, MD 20871
(39.222489, -77.246417)"
"636236","Finaled","11701","EMERALD GREEN","DR",,"CLARKSBURG","MD","20871","2013-05-23T03:05:41.000","2013-06-28T03:06:36.000","2013-10-29T07:10:23.000","2489","145000","Model:&nbsp; Strauss 'FTA'","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"11701 EMERALD GREEN DR
CLARKSBURG, MD 20871
(39.222454, -77.246484)"
"636388","Stop Work","1701","OVERLOOK","DR",,"SILVER SPRING","MD","20903","2013-05-24T03:05:15.000","2013-05-28T12:05:24.000","2014-06-12T07:06:59.000","190","20000","ENCLOSING PORCH&nbsp; Extension&nbsp; 06/10/2014&nbsp;to12/10/2014","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"1701 OVERLOOK DR
SILVER SPRING, MD 20903
(39.025546, -76.977645)"
"636446","Finaled","11802","ECHO POINT","PL",,"CLARKSBURG","MD","20871","2013-05-28T11:05:29.000","2013-07-19T11:07:14.000","2013-11-15T07:11:06.000","4877","165000","NEW HOME ON VACANT LOT / REFERBACK&nbsp;/ JAMES MICHNER

WITH 4 FT FENCE ON LOT LINE","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"11802 ECHO POINT PL
CLARKSBURG, MD 20871
(39.223471, -77.244925)"
"636448","Finaled","11863","EMERALD GREEN","DR",,"CLARKSBURG","MD","20871","2013-05-28T11:05:28.000","2013-07-23T12:07:16.000","2014-01-10T08:01:34.000","5737","165000","NEW HOME ON VACANT LOT / REFERBACK&nbsp;/ AGATHA CHRISTI

W/4 FT FENCE ON LOT LINE

REVISION - 8/23/13 - SITE CHANGE ONLY&nbsp;/ NO CHANGE TO DRIVEWAY-*Revision issued on 8/28/2013*","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"11863 EMERALD GREEN DR
CLARKSBURG, MD 20871
(39.225623, -77.243171)"
"636451","Finaled","11753","EMERALD GREEN","DR",,"CLARKSBURG","MD","20871","2013-05-28T11:05:52.000","2013-07-16T02:07:37.000","2013-10-20T06:10:58.000","5267","165000","NEW HOME ON VACANT LOT&nbsp; / REFERBACK / JASMINE GROVE","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"11753 EMERALD GREEN DR
CLARKSBURG, MD 20871
(39.222997, -77.245615)"
"636472","Finaled","11200","HUNT CLUB","DR",,"POTOMAC","MD","20854","2013-05-28T12:05:14.000","2013-05-31T08:05:41.000","2014-07-17T08:07:20.000","404","5635","23&nbsp;ROOFTOP SOLAR PANELS

&nbsp;

REVISION ON 5/5/2014","BUILDING RESIDENTIAL PERMIT","ALTER","SINGLE FAMILY DWELLING",,"11200 HUNT CLUB DR
POTOMAC, MD 20854
(39.039186, -77.173884)"
"636475","Finaled","5605","WILSON","LN",,"BETHESDA","MD","20814","2013-05-28T12:05:06.000","2013-06-28T12:06:06.000","2013-09-17T11:09:42.000","492","7280","28&nbsp;ROOFTOP SOLAR PANELS","BUILDING RESIDENTIAL PERMIT","ALTER","SINGLE FAMILY DWELLING",,"5605 WILSON LN
BETHESDA, MD 20814
(38.986742, -77.112679)"
"636545","Finaled","11924","ECHO POINT","PL",,"CLARKSBURG","MD","20871","2013-05-29T08:05:02.000","2013-07-17T01:07:57.000","2013-11-14T04:11:26.000","4877","145000","Model:&nbsp; James Michener W/4' Fence","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"11924 ECHO POINT PL
CLARKSBURG, MD 20871
(39.22331, -77.245975)"
"636645","Finaled","11817","KIGGER JACK","LN",,"CLARKSBURG","MD","20871","2013-05-29T12:05:38.000","2013-07-09T12:07:23.000","2013-12-18T08:12:28.000","6955","300000","Model:&nbsp; Oakton with 4' extension, morning room and side sunroom&nbsp;","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"11817 KIGGER JACK LN
CLARKSBURG, MD 20871
(39.246688, -77.244476)"
"636648","Finaled","366","PICEA VIEW","CT",,"ROCKVILLE","MD","20855","2013-05-29T12:05:32.000","2013-07-09T11:07:02.000","2014-01-09T07:01:50.000","5578","200000","MODEL:&nbsp;CRESTBROOK (refer back)","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"366 PICEA VIEW CT
ROCKVILLE, MD 20855
(39.137322, -77.166324)"
"636649","Finaled","364","PICEA VIEW","CT",,"WASHINGTON GROVE","MD","20880","2013-05-29T12:05:39.000","2013-07-09T11:07:16.000","2014-02-07T07:02:14.000","5241","200000","MODEL: CRESTBROOK&nbsp;(refer back)","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"364 PICEA VIEW CT
WASHINGTON GROVE, MD 20880
(39.137496, -77.166277)"
"636708","Finaled","11923","ECHO POINT","PL",,"CLARKSBURG","MD","20871","2013-05-29T04:05:35.000","2013-07-17T01:07:55.000","2013-11-13T10:11:01.000","4422","145000","Model:&nbsp; John Steinbeck W/ 4' Fence","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"11923 ECHO POINT PL
CLARKSBURG, MD 20871
(39.223344, -77.246012)"
"636709","Finaled","11922","ECHO POINT","PL",,"CLARKSBURG","MD","20871","2013-05-29T04:05:18.000","2013-07-19T11:07:49.000","2013-10-23T08:10:31.000","4877","145000","Model:&nbsp; James Michener with 4' fence","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"11922 ECHO POINT PL
CLARKSBURG, MD 20871
(39.223393, -77.246065)"
"636710","Finaled","11920","ECHO POINT","PL",,"CLARKSBURG","MD","20871","2013-05-29T05:05:42.000","2013-07-17T02:07:11.000","2013-11-05T09:11:48.000","4877","145000","Model:&nbsp; James Michener W/ 4' Fence","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"11920 ECHO POINT PL
CLARKSBURG, MD 20871
(39.22348, -77.246159)"
"636725","Finaled","11824","ECHO POINT","PL",,"CLARKSBURG","MD","20871","2013-05-30T07:05:52.000","2013-07-08T02:07:48.000","2013-10-17T12:10:07.000","4877","145000","Model:&nbsp; James Michener with 4' fence","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"11824 ECHO POINT PL
CLARKSBURG, MD 20871
(39.224339, -77.245854)"
"636726","Finaled","11925","ECHO POINT","PL",,"CLARKSBURG","MD","20871","2013-05-30T07:05:59.000","2013-07-17T02:07:56.000","2013-11-07T07:11:23.000","4877","145000","Model:&nbsp; James Michener W/ 4' Fence","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"11925 ECHO POINT PL
CLARKSBURG, MD 20871
(39.223257, -77.245917)"
"636727","Finaled","11927","ECHO POINT","PL",,"CLARKSBURG","MD","20871","2013-05-30T07:05:15.000","2013-07-17T01:07:46.000","2013-11-01T06:11:15.000","4877","145000","Model:&nbsp; James Michener W/ 4' Fence","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"11927 ECHO POINT PL
CLARKSBURG, MD 20871
(39.223173, -77.245827)"
"636728","Issued","13","MONTFORD","CT",,"SILVER SPRING","MD","20905","2013-05-30T07:05:12.000","2013-07-30T09:07:52.000",,"1694","20000","DECK AND STORAGE SHED&nbsp;","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"13 MONTFORD CT
SILVER SPRING, MD 20905
(39.107324, -76.970284)"
"636774","Finaled","4206","WARNER","ST",,"KENSINGTON","MD","20895","2013-05-30T10:05:51.000","2013-05-30T11:05:20.000","2013-07-02T03:07:07.000","50","1500","install&nbsp;4 push piers to stabilize existing foundation","BUILDING RESIDENTIAL PERMIT","RESTORE AND / OR REPAIR","SINGLE FAMILY DWELLING",,"4206 WARNER ST
KENSINGTON, MD 20895
(39.028546, -77.083229)"
"636895","Finaled","11806","ECHO POINT","PL",,"CLARKSBURG","MD","20871","2013-05-30T03:05:29.000","2013-07-12T01:07:31.000","2013-10-30T09:10:48.000","4422","145000","Model:&nbsp; John Steinbeck","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"11806 ECHO POINT PL
CLARKSBURG, MD 20871
(39.223626, -77.245097)"
"636903","Finaled","11826","ECHO POINT","PL",,"CLARKSBURG","MD","20871","2013-05-30T04:05:40.000","2013-07-12T01:07:40.000","2013-10-23T11:10:28.000","4422","145000","Model:&nbsp; John Steinbeck with 4' fence","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"11826 ECHO POINT PL
CLARKSBURG, MD 20871
(39.224373, -77.246217)"
"636904","Finaled","11822","ECHO POINT","PL",,"CLARKSBURG","MD","20871","2013-05-30T04:05:35.000","2013-07-08T02:07:31.000","2013-10-16T02:10:36.000","4422","145000","Model:&nbsp; John Steinbeck with 4' fence","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"11822 ECHO POINT PL
CLARKSBURG, MD 20871
(39.224199, -77.245723)"
"636905","Finaled","11910","ECHO POINT","PL",,"CLARKSBURG","MD","20871","2013-05-30T04:05:19.000","2013-07-12T02:07:18.000","2013-11-06T08:11:22.000","4422","145000","Model:&nbsp; John Steinbeck","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"11910 ECHO POINT PL
CLARKSBURG, MD 20871
(39.223675, -77.246374)"
"636960","Finaled","3718","CARDIFF","RD",,"CHEVY CHASE","MD","20815","2013-05-31T09:05:00.000","2013-05-31T10:05:44.000","2013-10-23T06:10:50.000","400","58000","DECK&nbsp;INTERIOR ALTERATIONS","BUILDING RESIDENTIAL PERMIT","ALTER","SINGLE FAMILY DWELLING",,"3718 CARDIFF RD
CHEVY CHASE, MD 20815
(38.992581, -77.073797)"
"637038","Finaled","310","PICEA VIEW","CT",,"WASHINGTON GROVE","MD","20880","2013-05-31T02:05:35.000","2013-07-09T11:07:31.000","2013-12-19T06:12:54.000","5609","200000","NEW HOME ON VACANT LOT / REFERBACK /&nbsp;crestbrooke MODEL","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"310 PICEA VIEW CT
WASHINGTON GROVE, MD 20880
(39.137959, -77.168952)"
"637415","Finaled","11812","ECHO POINT","PL",,"CLARKSBURG","MD","20871","2013-06-05T08:06:33.000","2013-07-02T02:07:38.000","2013-12-18T11:12:05.000","4877","145000","JAMES&nbsp; MICHENER WITH 4' FENCE","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"11812 ECHO POINT PL
CLARKSBURG, MD 20871
(39.223884, -77.245382)"
"637418","Finaled","18413","HICKORY MEADOW","DR",,"OLNEY","MD","20832","2013-06-05T08:06:26.000","2013-08-15T01:08:13.000","2013-12-16T03:12:20.000","4877","145000","JAMES&nbsp; MICHENER","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"18413 HICKORY MEADOW DR
OLNEY, MD 20832
(39.154438, -77.089051)"
"637487","Finaled","7034","WOLFTREE","LN",,"ROCKVILLE","MD","20852","2013-06-05T11:06:59.000","2013-06-05T11:06:31.000","2013-10-08T07:10:43.000","0","0","For Final only permit&nbsp; for 372213","BUILDING RESIDENTIAL PERMIT","FINAL ONLY AP","SINGLE FAMILY DWELLING",,"7034 WOLFTREE LN
ROCKVILLE, MD 20852
(39.052732, -77.142829)"
"637648","Finaled","4111","LELAND","ST",,"CHEVY CHASE","MD","20815","2013-06-06T12:06:33.000","2013-06-20T07:06:42.000","2014-11-14T06:11:25.000","552","48000","alter work &amp; deck","BUILDING RESIDENTIAL PERMIT","ALTER","SINGLE FAMILY DWELLING",,"4111 LELAND ST
CHEVY CHASE, MD 20815
(38.985688, -77.081155)"
"637773","Finaled","4620","WINDSOR","LN",,"BETHESDA","MD","20814","2013-06-07T10:06:54.000","2013-09-05T11:09:15.000","2014-05-28T03:05:09.000","1783","166350","ADDITION AND INTERIOR ALTERATIONS

*****1/2/2014 retaining wall &amp; interior alterations*************&nbsp; Revisions.

***2/28/14 RETAINING WALL AND TILE TO FLOOR***REVISION","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"4620 WINDSOR LN
BETHESDA, MD 20814
(38.995329, -77.093771)"
"637961","Issued","8102","THOREAU","DR",,"BETHESDA","MD","20817","2013-06-10T10:06:15.000","2013-06-11T01:06:02.000",,"61","15000","enclosing &amp; extending existing porch

**REVISION TO STRUCTURAL- 7/31/13**","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"8102 THOREAU DR
BETHESDA, MD 20817
(38.990194, -77.135649)"
"637965","Finaled","6309","HALBERT","RD",,"BETHESDA","MD","20817","2013-06-10T10:06:26.000","2013-07-24T01:07:48.000","2014-07-16T08:07:55.000","1290","65000","Addition &amp; Interior Alteration","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING","W","6309 HALBERT RD
BETHESDA, MD 20817
(38.973344, -77.139834)"
"637973","Finaled","8245","CASTANEA","LN",,"WASHINGTON GROVE","MD","20880","2013-06-10T11:06:16.000","2013-08-05T10:08:55.000","2014-03-30T11:03:26.000","5246","200000","Single family dwelling&nbsp;","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"8245 CASTANEA LN
WASHINGTON GROVE, MD 20880
(39.137668, -77.16887)"
"637990","Finaled","10323","GREEN HOLLY","TER",,"SILVER SPRING","MD","20902","2013-06-10T01:06:34.000","2013-06-10T03:06:43.000","2013-07-12T04:07:31.000","192","3000","deck&nbsp; 192 sqft","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","DECK",,"10323 GREEN HOLLY TER
SILVER SPRING, MD 20902
(39.024191, -77.039141)"
"637993","Open","7121","ROSLYN","AVE",,"ROCKVILLE","MD","20855","2013-06-10T01:06:52.000",,,"0","168","addition sunroom(260 sq ft) &amp; deck (168 sq)","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"7121 ROSLYN AVE
ROCKVILLE, MD 20855
(39.142714, -77.146262)"
"637995","Finaled","11720","LE HAVRE","DR",,"POTOMAC","MD","20854","2013-06-10T01:06:50.000","2013-06-25T08:06:34.000","2013-11-14T03:11:10.000","299","30000","INTERIOR ALTERATIONS (117SF) AND SUNROOM ON EXISTING DECK (182SF)******

(revision 7/30/2013 deck with cover)

&nbsp;","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"11720 LE HAVRE DR
POTOMAC, MD 20854
(39.048072, -77.187688)"
"638118","Finaled","16866","BATCHELLORS FOREST","RD",,"OLNEY","MD","20832","2013-06-11T10:06:49.000","2013-07-15T10:07:05.000","2013-12-10T10:12:28.000","8072","298000","Model:&nbsp; Wentworth Elevation 5","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"16866 BATCHELLORS FOREST RD
OLNEY, MD 20832
(39.13314, -77.047481)"
"638119","Issued","317","UNIVERSITY","BLVD",,"SILVER SPRING","MD","20901","2013-06-11T10:06:03.000","2013-06-18T12:06:49.000",,"400","800","replacing insulation &amp; dry wall due to water damage","BUILDING RESIDENTIAL PERMIT","RESTORE AND / OR REPAIR","SINGLE FAMILY DWELLING","E","317 UNIVERSITY BLVD
SILVER SPRING, MD 20901
(39.010878, -77.001567)"
"638148","Finaled","90","ELDRID","DR",,"SILVER SPRING","MD","20904","2013-06-11T12:06:23.000","2013-06-11T02:06:08.000","2013-10-24T03:10:33.000","448","32910","deck &amp; pergola","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","DECK",,"90 ELDRID DR
SILVER SPRING, MD 20904
(39.06501, -77.009263)"
"638158","Finaled","18921","OLNEY MILL","RD",,"OLNEY","MD","20832","2013-06-11T12:06:02.000","2013-06-12T09:06:40.000","2013-08-19T10:08:11.000","400","2000","move door &amp; window","BUILDING RESIDENTIAL PERMIT","ALTER","SINGLE FAMILY DWELLING",,"18921 OLNEY MILL RD
OLNEY, MD 20832
(39.167323, -77.082036)"
"213648","Issued","400","SHAW","AVE",,"SILVER SPRING","MD","20904","2000-03-14T03:03:45.000","2000-03-14T03:03:42.000",,"420","2500",,"BUILDING RESIDENTIAL PERMIT","CONSTRUCT","DECK","E","400 SHAW AVE
SILVER SPRING, MD 20904"
"638440","Finaled","10719","ROCK RUN","DR",,"POTOMAC","MD","20854","2013-06-13T09:06:18.000","2013-07-01T08:07:49.000","2018-09-27T03:09:12.000","3000","275000","ADDITION&nbsp; AND INTERIOR ALTERATIONS

**REVISION TO SIZE OF ADDITION 10/3/13**","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"10719 ROCK RUN DR
POTOMAC, MD 20854
(38.994873, -77.222853)"
"638505","Stop Work","10601","RIVER","RD",,"POTOMAC","MD","20854","2013-06-13T11:06:35.000","2013-08-22T08:08:04.000",,"1800","8000","INTERIOR ALTERATIONS

**REVISION 11/27/13**&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 2nd Revision om 12/27/13

7/9/14 - EXTENSION GRANTED - MS","BUILDING RESIDENTIAL PERMIT","ALTER","SINGLE FAMILY DWELLING",,"10601 RIVER RD
POTOMAC, MD 20854
(39.023877, -77.217534)"
"638557","Finaled","5303","CARVEL","RD",,"BETHESDA","MD","20816","2013-06-13T01:06:14.000","2013-06-13T03:06:22.000","2013-07-03T01:07:01.000","0","2500","basement window &amp; wall","BUILDING RESIDENTIAL PERMIT","ALTER","SINGLE FAMILY DWELLING",,"5303 CARVEL RD
BETHESDA, MD 20816
(38.94922, -77.105838)"
"638561","Finaled","18300","BAILIWICK","PL",,"GERMANTOWN","MD","20874","2013-06-13T01:06:20.000","2013-06-13T02:06:30.000","2013-06-26T08:06:08.000","152","2000","DECK&nbsp; approved per montgomery county deck details only.","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","DECK",,"18300 BAILIWICK PL
GERMANTOWN, MD 20874
(39.158657, -77.286169)"
